2024-07-12 19:29:40 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:29:41 {'yaw': 3426, 'pitch': 20, 'roll': 41, 'x_acceleration': -1, 'y_acceleration': 1, 'z_acceleration': -2}
2024-07-12 19:29:41 {'yaw': 3421, 'pitch': 20, 'roll': 41, 'x_acceleration': -1, 'y_acceleration': 5, 'z_acceleration': 0}
2024-07-12 19:29:41 {'yaw': 3421, 'pitch': 20, 'roll': 41, 'x_acceleration': -1, 'y_acceleration': 5, 'z_acceleration': 0}
2024-07-12 19:29:41 {'yaw': 3416, 'pitch': 20, 'roll': 41, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': 2}
2024-07-12 19:29:41 {'yaw': 3412, 'pitch': 20, 'roll': 41, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:29:41 {'yaw': 3412, 'pitch': 20, 'roll': 41, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:29:41 {'yaw': 3407, 'pitch': 20, 'roll': 41, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': -11}
2024-07-12 19:29:41 {'yaw': 3407, 'pitch': 20, 'roll': 41, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': -11}
2024-07-12 19:29:41 {'yaw': 3403, 'pitch': 20, 'roll': 41, 'x_acceleration': -3, 'y_acceleration': -1, 'z_acceleration': -14}
2024-07-12 19:29:41 {'yaw': 3398, 'pitch': 19, 'roll': 42, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:29:41 {'yaw': 3398, 'pitch': 19, 'roll': 42, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:29:41 {'yaw': 3393, 'pitch': 19, 'roll': 42, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -4}
2024-07-12 19:29:41 {'yaw': 3393, 'pitch': 19, 'roll': 42, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -4}
2024-07-12 19:29:41 {'yaw': 3388, 'pitch': 19, 'roll': 42, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -3}
2024-07-12 19:29:41 {'yaw': 3388, 'pitch': 19, 'roll': 42, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -3}
2024-07-12 19:29:41 {'yaw': 3383, 'pitch': 19, 'roll': 42, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -3}
2024-07-12 19:29:41 {'yaw': 3378, 'pitch': 19, 'roll': 41, 'x_acceleration': -4, 'y_acceleration': -2, 'z_acceleration': 7}
2024-07-12 19:29:41 {'yaw': 3378, 'pitch': 19, 'roll': 41, 'x_acceleration': -4, 'y_acceleration': -2, 'z_acceleration': 7}
2024-07-12 19:29:41 {'yaw': 3373, 'pitch': 19, 'roll': 42, 'x_acceleration': -5, 'y_acceleration': -2, 'z_acceleration': 11}
2024-07-12 19:29:41 {'yaw': 3373, 'pitch': 19, 'roll': 42, 'x_acceleration': -6, 'y_acceleration': 0, 'z_acceleration': 3}
2024-07-12 19:29:41 {'yaw': 3368, 'pitch': 19, 'roll': 43, 'x_acceleration': -6, 'y_acceleration': 0, 'z_acceleration': 3}
2024-07-12 19:29:41 {'yaw': 3363, 'pitch': 19, 'roll': 43, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -22}
2024-07-12 19:29:41 {'yaw': 3363, 'pitch': 19, 'roll': 43, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -22}
2024-07-12 19:29:41 {'yaw': 3358, 'pitch': 19, 'roll': 44, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': -20}
2024-07-12 19:29:41 {'yaw': 3353, 'pitch': 19, 'roll': 45, 'x_acceleration': 1, 'y_acceleration': -3, 'z_acceleration': -10}
2024-07-12 19:29:41 {'yaw': 3353, 'pitch': 19, 'roll': 45, 'x_acceleration': 1, 'y_acceleration': -3, 'z_acceleration': -10}
2024-07-12 19:29:41 {'yaw': 3348, 'pitch': 19, 'roll': 45, 'x_acceleration': -1, 'y_acceleration': -2, 'z_acceleration': -1}
2024-07-12 19:29:41 {'yaw': 3348, 'pitch': 19, 'roll': 45, 'x_acceleration': -1, 'y_acceleration': -2, 'z_acceleration': -1}
2024-07-12 19:29:41 {'yaw': 3344, 'pitch': 19, 'roll': 45, 'x_acceleration': -1, 'y_acceleration': 4, 'z_acceleration': 5}
2024-07-12 19:29:41 {'yaw': 3339, 'pitch': 19, 'roll': 45, 'x_acceleration': -2, 'y_acceleration': 5, 'z_acceleration': 0}
2024-07-12 19:29:41 {'yaw': 3339, 'pitch': 19, 'roll': 45, 'x_acceleration': -2, 'y_acceleration': 5, 'z_acceleration': 0}
2024-07-12 19:29:41 {'yaw': 3334, 'pitch': 19, 'roll': 45, 'x_acceleration': -2, 'y_acceleration': 2, 'z_acceleration': -4}
2024-07-12 19:29:41 {'yaw': 3334, 'pitch': 19, 'roll': 45, 'x_acceleration': -2, 'y_acceleration': 2, 'z_acceleration': -4}
2024-07-12 19:29:41 {'yaw': 3329, 'pitch': 18, 'roll': 45, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -10}
2024-07-12 19:29:41 {'yaw': 3325, 'pitch': 18, 'roll': 45, 'x_acceleration': -3, 'y_acceleration': -3, 'z_acceleration': -12}
2024-07-12 19:29:41 {'yaw': 3325, 'pitch': 18, 'roll': 45, 'x_acceleration': -3, 'y_acceleration': -3, 'z_acceleration': -12}
2024-07-12 19:29:41 {'yaw': 3320, 'pitch': 18, 'roll': 46, 'x_acceleration': -2, 'y_acceleration': -1, 'z_acceleration': -10}
2024-07-12 19:29:41 {'yaw': 3320, 'pitch': 18, 'roll': 46, 'x_acceleration': -2, 'y_acceleration': -1, 'z_acceleration': -10}
2024-07-12 19:29:41 {'yaw': 3315, 'pitch': 18, 'roll': 46, 'x_acceleration': -1, 'y_acceleration': 1, 'z_acceleration': -4}
2024-07-12 19:29:41 {'yaw': 3310, 'pitch': 18, 'roll': 46, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': -4}
2024-07-12 19:29:41 {'yaw': 3310, 'pitch': 18, 'roll': 46, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': -4}
2024-07-12 19:29:41 {'yaw': 3305, 'pitch': 18, 'roll': 46, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -5}
2024-07-12 19:29:41 {'yaw': 3305, 'pitch': 18, 'roll': 46, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -5}
2024-07-12 19:29:41 {'yaw': 3300, 'pitch': 18, 'roll': 46, 'x_acceleration': -3, 'y_acceleration': 2, 'z_acceleration': -5}
2024-07-12 19:29:41 {'yaw': 3295, 'pitch': 18, 'roll': 46, 'x_acceleration': -5, 'y_acceleration': 2, 'z_acceleration': 2}
2024-07-12 19:29:41 {'yaw': 3295, 'pitch': 18, 'roll': 46, 'x_acceleration': -5, 'y_acceleration': 2, 'z_acceleration': 2}
2024-07-12 19:29:41 {'yaw': 3290, 'pitch': 18, 'roll': 46, 'x_acceleration': -6, 'y_acceleration': -2, 'z_acceleration': 5}
2024-07-12 19:29:41 {'yaw': 3290, 'pitch': 18, 'roll': 46, 'x_acceleration': -6, 'y_acceleration': -2, 'z_acceleration': 5}
2024-07-12 19:29:41 {'yaw': 3285, 'pitch': 18, 'roll': 46, 'x_acceleration': -4, 'y_acceleration': -5, 'z_acceleration': -2}
2024-07-12 19:29:41 {'yaw': 3280, 'pitch': 18, 'roll': 47, 'x_acceleration': -2, 'y_acceleration': -4, 'z_acceleration': -13}
2024-07-12 19:29:41 {'yaw': 3280, 'pitch': 18, 'roll': 47, 'x_acceleration': -2, 'y_acceleration': -4, 'z_acceleration': -13}
2024-07-12 19:29:41 {'yaw': 3275, 'pitch': 18, 'roll': 48, 'x_acceleration': -1, 'y_acceleration': -4, 'z_acceleration': -17}
2024-07-12 19:29:41 {'yaw': 3275, 'pitch': 18, 'roll': 48, 'x_acceleration': -1, 'y_acceleration': -4, 'z_acceleration': -17}
2024-07-12 19:29:41 {'yaw': 3270, 'pitch': 18, 'roll': 48, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': -4}
2024-07-12 19:29:41 {'yaw': 3266, 'pitch': 18, 'roll': 49, 'x_acceleration': -2, 'y_acceleration': 5, 'z_acceleration': 8}
2024-07-12 19:29:41 {'yaw': 3266, 'pitch': 18, 'roll': 49, 'x_acceleration': -2, 'y_acceleration': 5, 'z_acceleration': 8}
2024-07-12 19:29:41 {'yaw': 3261, 'pitch': 18, 'roll': 49, 'x_acceleration': -3, 'y_acceleration': 4, 'z_acceleration': 11}
2024-07-12 19:29:41 {'yaw': 3261, 'pitch': 18, 'roll': 49, 'x_acceleration': -3, 'y_acceleration': 4, 'z_acceleration': 11}
2024-07-12 19:29:41 {'yaw': 3256, 'pitch': 18, 'roll': 48, 'x_acceleration': -6, 'y_acceleration': 3, 'z_acceleration': 0}
2024-07-12 19:29:41 {'yaw': 3251, 'pitch': 17, 'roll': 49, 'x_acceleration': -6, 'y_acceleration': -2, 'z_acceleration': -17}
2024-07-12 19:29:41 {'yaw': 3251, 'pitch': 17, 'roll': 49, 'x_acceleration': -6, 'y_acceleration': -2, 'z_acceleration': -17}
2024-07-12 19:29:41 {'yaw': 3246, 'pitch': 17, 'roll': 49, 'x_acceleration': -5, 'y_acceleration': -1, 'z_acceleration': -17}
2024-07-12 19:29:41 {'yaw': 3246, 'pitch': 17, 'roll': 49, 'x_acceleration': -5, 'y_acceleration': -1, 'z_acceleration': -17}
2024-07-12 19:29:41 {'yaw': 3242, 'pitch': 16, 'roll': 49, 'x_acceleration': -2, 'y_acceleration': -1, 'z_acceleration': -7}
2024-07-12 19:29:41 {'yaw': 3242, 'pitch': 16, 'roll': 49, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:29:41 {'yaw': 3237, 'pitch': 16, 'roll': 50, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:29:41 {'yaw': 3233, 'pitch': 16, 'roll': 50, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -4}
2024-07-12 19:29:41 {'yaw': 3233, 'pitch': 16, 'roll': 50, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -4}
2024-07-12 19:29:42 {'yaw': 3228, 'pitch': 16, 'roll': 50, 'x_acceleration': -3, 'y_acceleration': 1, 'z_acceleration': -8}
2024-07-12 19:29:42 {'yaw': 3223, 'pitch': 16, 'roll': 50, 'x_acceleration': -2, 'y_acceleration': 1, 'z_acceleration': -8}
2024-07-12 19:29:42 {'yaw': 3223, 'pitch': 16, 'roll': 50, 'x_acceleration': -2, 'y_acceleration': 1, 'z_acceleration': -8}
2024-07-12 19:29:42 {'yaw': 3218, 'pitch': 16, 'roll': 50, 'x_acceleration': -5, 'y_acceleration': 2, 'z_acceleration': -1}
2024-07-12 19:29:42 {'yaw': 3218, 'pitch': 16, 'roll': 50, 'x_acceleration': -5, 'y_acceleration': 2, 'z_acceleration': -1}
2024-07-12 19:29:42 {'yaw': 3213, 'pitch': 16, 'roll': 50, 'x_acceleration': -7, 'y_acceleration': 1, 'z_acceleration': 0}
2024-07-12 19:29:42 {'yaw': 3208, 'pitch': 16, 'roll': 50, 'x_acceleration': -8, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:29:42 {'yaw': 3208, 'pitch': 16, 'roll': 50, 'x_acceleration': -8, 'y_acceleration': 0, 'z_acceleration': 0}
