2024-07-12 19:14:44 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:14:44 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:14:44 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:14:44 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:14:44 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:14:44 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:14:44 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:14:44 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:14:44 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:14:44 {'yaw': 0, 'pitch': 19, 'roll': 33, 'x_acceleration': -4, 'y_acceleration': 3, 'z_acceleration': -11}
2024-07-12 19:14:44 {'yaw': 1, 'pitch': 19, 'roll': 32, 'x_acceleration': -3, 'y_acceleration': 3, 'z_acceleration': -4}
2024-07-12 19:14:44 {'yaw': 1, 'pitch': 19, 'roll': 32, 'x_acceleration': -3, 'y_acceleration': 3, 'z_acceleration': -4}
2024-07-12 19:14:44 {'yaw': 3, 'pitch': 19, 'roll': 33, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': 2}
2024-07-12 19:14:44 {'yaw': 3, 'pitch': 19, 'roll': 33, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': 2}
2024-07-12 19:14:44 {'yaw': 5, 'pitch': 19, 'roll': 33, 'x_acceleration': 0, 'y_acceleration': -3, 'z_acceleration': -4}
2024-07-12 19:14:44 {'yaw': 6, 'pitch': 19, 'roll': 33, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -11}
2024-07-12 19:14:44 {'yaw': 6, 'pitch': 19, 'roll': 33, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -11}
2024-07-12 19:14:44 {'yaw': 8, 'pitch': 20, 'roll': 32, 'x_acceleration': -3, 'y_acceleration': 4, 'z_acceleration': -9}
2024-07-12 19:14:44 {'yaw': 8, 'pitch': 20, 'roll': 32, 'x_acceleration': -3, 'y_acceleration': 4, 'z_acceleration': -9}
2024-07-12 19:14:44 {'yaw': 8, 'pitch': 20, 'roll': 32, 'x_acceleration': 5, 'y_acceleration': 0, 'z_acceleration': -1}
2024-07-12 19:14:44 {'yaw': 8, 'pitch': 19, 'roll': 32, 'x_acceleration': 4, 'y_acceleration': -1, 'z_acceleration': -5}
2024-07-12 19:14:44 {'yaw': 8, 'pitch': 19, 'roll': 32, 'x_acceleration': 4, 'y_acceleration': -1, 'z_acceleration': -5}
2024-07-12 19:14:44 {'yaw': 6, 'pitch': 19, 'roll': 32, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:14:44 {'yaw': 6, 'pitch': 19, 'roll': 32, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:14:44 {'yaw': 5, 'pitch': 19, 'roll': 32, 'x_acceleration': 3, 'y_acceleration': 1, 'z_acceleration': -6}
2024-07-12 19:14:44 {'yaw': 3, 'pitch': 19, 'roll': 33, 'x_acceleration': 4, 'y_acceleration': 1, 'z_acceleration': -7}
2024-07-12 19:14:44 {'yaw': 3, 'pitch': 19, 'roll': 33, 'x_acceleration': 4, 'y_acceleration': 1, 'z_acceleration': -7}
2024-07-12 19:14:44 {'yaw': 1, 'pitch': 19, 'roll': 33, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -2}
2024-07-12 19:14:44 {'yaw': 1, 'pitch': 19, 'roll': 33, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -2}
2024-07-12 19:14:44 {'yaw': 3599, 'pitch': 19, 'roll': 33, 'x_acceleration': 1, 'y_acceleration': -2, 'z_acceleration': -3}
2024-07-12 19:14:44 {'yaw': 3599, 'pitch': 19, 'roll': 33, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -4}
2024-07-12 19:14:44 {'yaw': 3596, 'pitch': 19, 'roll': 33, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -4}
2024-07-12 19:14:44 {'yaw': 3593, 'pitch': 19, 'roll': 33, 'x_acceleration': 1, 'y_acceleration': -3, 'z_acceleration': -3}
2024-07-12 19:14:44 {'yaw': 3593, 'pitch': 19, 'roll': 33, 'x_acceleration': 1, 'y_acceleration': -3, 'z_acceleration': -3}
2024-07-12 19:14:44 {'yaw': 3591, 'pitch': 19, 'roll': 33, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -4}
2024-07-12 19:14:44 {'yaw': 3591, 'pitch': 19, 'roll': 33, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:14:44 {'yaw': 3588, 'pitch': 19, 'roll': 34, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:14:44 {'yaw': 3585, 'pitch': 20, 'roll': 34, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:14:44 {'yaw': 3585, 'pitch': 20, 'roll': 34, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:14:44 {'yaw': 3582, 'pitch': 20, 'roll': 34, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -5}
2024-07-12 19:14:44 {'yaw': 3582, 'pitch': 20, 'roll': 34, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -5}
2024-07-12 19:14:44 {'yaw': 3580, 'pitch': 20, 'roll': 34, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -5}
2024-07-12 19:14:44 {'yaw': 3576, 'pitch': 20, 'roll': 34, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:14:44 {'yaw': 3576, 'pitch': 20, 'roll': 34, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:14:44 {'yaw': 3573, 'pitch': 20, 'roll': 35, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:14:44 {'yaw': 3573, 'pitch': 20, 'roll': 35, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:14:44 {'yaw': 3570, 'pitch': 20, 'roll': 35, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:14:44 {'yaw': 3570, 'pitch': 20, 'roll': 35, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:14:44 {'yaw': 3566, 'pitch': 20, 'roll': 35, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:14:44 {'yaw': 3563, 'pitch': 21, 'roll': 35, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -4}
2024-07-12 19:14:44 {'yaw': 3563, 'pitch': 21, 'roll': 35, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -4}
2024-07-12 19:14:44 {'yaw': 3559, 'pitch': 21, 'roll': 35, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': 1}
2024-07-12 19:14:44 {'yaw': 3559, 'pitch': 21, 'roll': 35, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': 1}
2024-07-12 19:14:44 {'yaw': 3555, 'pitch': 20, 'roll': 35, 'x_acceleration': -5, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:14:44 {'yaw': 3551, 'pitch': 20, 'roll': 36, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -2}
2024-07-12 19:14:44 {'yaw': 3551, 'pitch': 20, 'roll': 36, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -2}
2024-07-12 19:14:44 {'yaw': 3547, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -2}
2024-07-12 19:14:44 {'yaw': 3547, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -2}
2024-07-12 19:14:44 {'yaw': 3543, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:14:44 {'yaw': 3540, 'pitch': 20, 'roll': 36, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:14:44 {'yaw': 3540, 'pitch': 20, 'roll': 36, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:14:44 {'yaw': 3535, 'pitch': 20, 'roll': 36, 'x_acceleration': -2, 'y_acceleration': 1, 'z_acceleration': -8}
2024-07-12 19:14:44 {'yaw': 3535, 'pitch': 20, 'roll': 36, 'x_acceleration': -2, 'y_acceleration': 1, 'z_acceleration': -8}
2024-07-12 19:14:44 {'yaw': 3531, 'pitch': 20, 'roll': 36, 'x_acceleration': -2, 'y_acceleration': 2, 'z_acceleration': -8}
2024-07-12 19:14:44 {'yaw': 3528, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -6}
2024-07-12 19:14:44 {'yaw': 3528, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -6}
2024-07-12 19:14:44 {'yaw': 3523, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:14:44 {'yaw': 3523, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:14:44 {'yaw': 3520, 'pitch': 20, 'roll': 36, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:14:44 {'yaw': 3520, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
