2024-07-12 19:19:14 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3592, 'pitch': 20, 'roll': 32, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3590, 'pitch': 20, 'roll': 32, 'x_acceleration': 1, 'y_acceleration': -2, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3590, 'pitch': 20, 'roll': 32, 'x_acceleration': 1, 'y_acceleration': -2, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3587, 'pitch': 20, 'roll': 32, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -3}
2024-07-12 19:19:15 {'yaw': 3585, 'pitch': 20, 'roll': 32, 'x_acceleration': 0, 'y_acceleration': 4, 'z_acceleration': -6}
2024-07-12 19:19:15 {'yaw': 3585, 'pitch': 20, 'roll': 32, 'x_acceleration': 0, 'y_acceleration': 4, 'z_acceleration': -6}
2024-07-12 19:19:15 {'yaw': 3583, 'pitch': 20, 'roll': 33, 'x_acceleration': 5, 'y_acceleration': -3, 'z_acceleration': -6}
2024-07-12 19:19:15 {'yaw': 3583, 'pitch': 20, 'roll': 33, 'x_acceleration': 5, 'y_acceleration': -3, 'z_acceleration': -6}
2024-07-12 19:19:15 {'yaw': 3580, 'pitch': 21, 'roll': 33, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:19:15 {'yaw': 3580, 'pitch': 21, 'roll': 33, 'x_acceleration': 3, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3578, 'pitch': 21, 'roll': 33, 'x_acceleration': 3, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3575, 'pitch': 21, 'roll': 33, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3575, 'pitch': 21, 'roll': 33, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3572, 'pitch': 21, 'roll': 33, 'x_acceleration': -4, 'y_acceleration': 1, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3569, 'pitch': 21, 'roll': 33, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3569, 'pitch': 21, 'roll': 33, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3566, 'pitch': 21, 'roll': 34, 'x_acceleration': -2, 'y_acceleration': -2, 'z_acceleration': -9}
2024-07-12 19:19:15 {'yaw': 3566, 'pitch': 21, 'roll': 34, 'x_acceleration': -2, 'y_acceleration': -2, 'z_acceleration': -9}
2024-07-12 19:19:15 {'yaw': 3563, 'pitch': 20, 'roll': 34, 'x_acceleration': -3, 'y_acceleration': -2, 'z_acceleration': -10}
2024-07-12 19:19:15 {'yaw': 3563, 'pitch': 20, 'roll': 34, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3560, 'pitch': 20, 'roll': 35, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3557, 'pitch': 21, 'roll': 35, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3557, 'pitch': 21, 'roll': 35, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3554, 'pitch': 20, 'roll': 35, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3554, 'pitch': 20, 'roll': 35, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3551, 'pitch': 20, 'roll': 35, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3547, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3547, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3543, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3543, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3540, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3536, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -2}
2024-07-12 19:19:15 {'yaw': 3536, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -2}
2024-07-12 19:19:15 {'yaw': 3532, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3532, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3528, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -9}
2024-07-12 19:19:15 {'yaw': 3528, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': -9}
2024-07-12 19:19:15 {'yaw': 3525, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': -9}
2024-07-12 19:19:15 {'yaw': 3520, 'pitch': 21, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3520, 'pitch': 21, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3516, 'pitch': 21, 'roll': 37, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3512, 'pitch': 21, 'roll': 37, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:19:15 {'yaw': 3512, 'pitch': 21, 'roll': 37, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:19:15 {'yaw': 3508, 'pitch': 21, 'roll': 37, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3508, 'pitch': 21, 'roll': 37, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3503, 'pitch': 21, 'roll': 37, 'x_acceleration': 0, 'y_acceleration': 5, 'z_acceleration': -2}
2024-07-12 19:19:15 {'yaw': 3498, 'pitch': 21, 'roll': 37, 'x_acceleration': -2, 'y_acceleration': 6, 'z_acceleration': 1}
2024-07-12 19:19:15 {'yaw': 3498, 'pitch': 21, 'roll': 37, 'x_acceleration': -2, 'y_acceleration': 6, 'z_acceleration': 1}
2024-07-12 19:19:15 {'yaw': 3494, 'pitch': 21, 'roll': 36, 'x_acceleration': -6, 'y_acceleration': 4, 'z_acceleration': 4}
2024-07-12 19:19:15 {'yaw': 3494, 'pitch': 21, 'roll': 36, 'x_acceleration': -6, 'y_acceleration': 4, 'z_acceleration': 4}
2024-07-12 19:19:15 {'yaw': 3489, 'pitch': 20, 'roll': 36, 'x_acceleration': -6, 'y_acceleration': -6, 'z_acceleration': 3}
2024-07-12 19:19:15 {'yaw': 3485, 'pitch': 20, 'roll': 37, 'x_acceleration': -3, 'y_acceleration': -7, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3485, 'pitch': 20, 'roll': 37, 'x_acceleration': -3, 'y_acceleration': -7, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3480, 'pitch': 20, 'roll': 38, 'x_acceleration': 1, 'y_acceleration': -5, 'z_acceleration': -13}
2024-07-12 19:19:15 {'yaw': 3480, 'pitch': 20, 'roll': 38, 'x_acceleration': 1, 'y_acceleration': -5, 'z_acceleration': -13}
2024-07-12 19:19:15 {'yaw': 3476, 'pitch': 20, 'roll': 39, 'x_acceleration': 2, 'y_acceleration': -1, 'z_acceleration': -17}
2024-07-12 19:19:15 {'yaw': 3471, 'pitch': 20, 'roll': 39, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3471, 'pitch': 20, 'roll': 39, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3467, 'pitch': 21, 'roll': 39, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3467, 'pitch': 21, 'roll': 39, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3463, 'pitch': 21, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': 1}
2024-07-12 19:19:15 {'yaw': 3458, 'pitch': 21, 'roll': 40, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3458, 'pitch': 21, 'roll': 40, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3454, 'pitch': 21, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -11}
2024-07-12 19:19:15 {'yaw': 3454, 'pitch': 21, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -11}
2024-07-12 19:19:15 {'yaw': 3450, 'pitch': 21, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -9}
2024-07-12 19:19:15 {'yaw': 3445, 'pitch': 21, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3445, 'pitch': 21, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3440, 'pitch': 21, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -3}
2024-07-12 19:19:15 {'yaw': 3440, 'pitch': 21, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -3}
2024-07-12 19:19:15 {'yaw': 3436, 'pitch': 21, 'roll': 41, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:19:15 {'yaw': 3436, 'pitch': 21, 'roll': 41, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': -8}
2024-07-12 19:19:15 {'yaw': 3431, 'pitch': 21, 'roll': 41, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': -8}
2024-07-12 19:19:15 {'yaw': 3426, 'pitch': 21, 'roll': 41, 'x_acceleration': 0, 'y_acceleration': 3, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3426, 'pitch': 21, 'roll': 41, 'x_acceleration': 0, 'y_acceleration': 3, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3421, 'pitch': 21, 'roll': 41, 'x_acceleration': -4, 'y_acceleration': 3, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3421, 'pitch': 21, 'roll': 41, 'x_acceleration': -8, 'y_acceleration': 1, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3416, 'pitch': 21, 'roll': 41, 'x_acceleration': -8, 'y_acceleration': 1, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3411, 'pitch': 21, 'roll': 41, 'x_acceleration': -8, 'y_acceleration': 0, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3411, 'pitch': 21, 'roll': 41, 'x_acceleration': -8, 'y_acceleration': 0, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3406, 'pitch': 21, 'roll': 41, 'x_acceleration': -7, 'y_acceleration': 0, 'z_acceleration': -3}
2024-07-12 19:19:15 {'yaw': 3401, 'pitch': 20, 'roll': 41, 'x_acceleration': -1, 'y_acceleration': -4, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3401, 'pitch': 20, 'roll': 41, 'x_acceleration': -1, 'y_acceleration': -4, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3396, 'pitch': 20, 'roll': 42, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3396, 'pitch': 20, 'roll': 42, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3392, 'pitch': 20, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3392, 'pitch': 20, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3387, 'pitch': 20, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3383, 'pitch': 20, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3383, 'pitch': 20, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3378, 'pitch': 20, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': -6}
2024-07-12 19:19:15 {'yaw': 3378, 'pitch': 20, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -6}
2024-07-12 19:19:15 {'yaw': 3373, 'pitch': 20, 'roll': 44, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -6}
2024-07-12 19:19:15 {'yaw': 3368, 'pitch': 20, 'roll': 44, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3368, 'pitch': 20, 'roll': 44, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3363, 'pitch': 21, 'roll': 45, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3363, 'pitch': 21, 'roll': 45, 'x_acceleration': -1, 'y_acceleration': 1, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3358, 'pitch': 21, 'roll': 45, 'x_acceleration': -1, 'y_acceleration': 1, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3353, 'pitch': 21, 'roll': 45, 'x_acceleration': -1, 'y_acceleration': 3, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3353, 'pitch': 21, 'roll': 45, 'x_acceleration': -1, 'y_acceleration': 3, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3348, 'pitch': 21, 'roll': 45, 'x_acceleration': -2, 'y_acceleration': 5, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3348, 'pitch': 21, 'roll': 45, 'x_acceleration': -3, 'y_acceleration': 3, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3343, 'pitch': 21, 'roll': 45, 'x_acceleration': -3, 'y_acceleration': 3, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3339, 'pitch': 21, 'roll': 45, 'x_acceleration': -5, 'y_acceleration': 1, 'z_acceleration': -11}
2024-07-12 19:19:15 {'yaw': 3339, 'pitch': 21, 'roll': 45, 'x_acceleration': -5, 'y_acceleration': 1, 'z_acceleration': -11}
2024-07-12 19:19:15 {'yaw': 3334, 'pitch': 21, 'roll': 45, 'x_acceleration': -7, 'y_acceleration': 1, 'z_acceleration': -8}
2024-07-12 19:19:15 {'yaw': 3334, 'pitch': 21, 'roll': 45, 'x_acceleration': -6, 'y_acceleration': 4, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3329, 'pitch': 21, 'roll': 45, 'x_acceleration': -6, 'y_acceleration': 4, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3324, 'pitch': 20, 'roll': 45, 'x_acceleration': -6, 'y_acceleration': 2, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3324, 'pitch': 20, 'roll': 45, 'x_acceleration': -6, 'y_acceleration': 2, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3319, 'pitch': 20, 'roll': 45, 'x_acceleration': -5, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3314, 'pitch': 19, 'roll': 46, 'x_acceleration': -3, 'y_acceleration': -3, 'z_acceleration': -6}
2024-07-12 19:19:15 {'yaw': 3314, 'pitch': 19, 'roll': 46, 'x_acceleration': -3, 'y_acceleration': -3, 'z_acceleration': -6}
2024-07-12 19:19:15 {'yaw': 3309, 'pitch': 19, 'roll': 46, 'x_acceleration': -2, 'y_acceleration': -4, 'z_acceleration': -3}
2024-07-12 19:19:15 {'yaw': 3309, 'pitch': 19, 'roll': 46, 'x_acceleration': -2, 'y_acceleration': -4, 'z_acceleration': -3}
2024-07-12 19:19:15 {'yaw': 3304, 'pitch': 19, 'roll': 46, 'x_acceleration': 0, 'y_acceleration': -3, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3299, 'pitch': 20, 'roll': 47, 'x_acceleration': -1, 'y_acceleration': -1, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3299, 'pitch': 20, 'roll': 47, 'x_acceleration': -1, 'y_acceleration': -1, 'z_acceleration': -7}
2024-07-12 19:19:15 {'yaw': 3295, 'pitch': 20, 'roll': 48, 'x_acceleration': -1, 'y_acceleration': -1, 'z_acceleration': -8}
2024-07-12 19:19:15 {'yaw': 3295, 'pitch': 20, 'roll': 48, 'x_acceleration': -1, 'y_acceleration': -1, 'z_acceleration': -8}
2024-07-12 19:19:15 {'yaw': 3290, 'pitch': 20, 'roll': 48, 'x_acceleration': -1, 'y_acceleration': -1, 'z_acceleration': -8}
2024-07-12 19:19:15 {'yaw': 3285, 'pitch': 20, 'roll': 48, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3285, 'pitch': 20, 'roll': 48, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3280, 'pitch': 20, 'roll': 48, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3280, 'pitch': 20, 'roll': 48, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3275, 'pitch': 20, 'roll': 49, 'x_acceleration': -2, 'y_acceleration': 8, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3270, 'pitch': 20, 'roll': 49, 'x_acceleration': -3, 'y_acceleration': 6, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3270, 'pitch': 20, 'roll': 49, 'x_acceleration': -3, 'y_acceleration': 6, 'z_acceleration': -5}
2024-07-12 19:19:15 {'yaw': 3265, 'pitch': 20, 'roll': 48, 'x_acceleration': -4, 'y_acceleration': 2, 'z_acceleration': -9}
2024-07-12 19:19:15 {'yaw': 3265, 'pitch': 20, 'roll': 48, 'x_acceleration': -4, 'y_acceleration': 2, 'z_acceleration': -9}
2024-07-12 19:19:15 {'yaw': 3260, 'pitch': 20, 'roll': 48, 'x_acceleration': -5, 'y_acceleration': 0, 'z_acceleration': -10}
2024-07-12 19:19:15 {'yaw': 3255, 'pitch': 19, 'roll': 48, 'x_acceleration': -3, 'y_acceleration': 1, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3255, 'pitch': 19, 'roll': 48, 'x_acceleration': -3, 'y_acceleration': 1, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3251, 'pitch': 19, 'roll': 49, 'x_acceleration': -2, 'y_acceleration': 1, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3251, 'pitch': 19, 'roll': 49, 'x_acceleration': -2, 'y_acceleration': 1, 'z_acceleration': 0}
2024-07-12 19:19:15 {'yaw': 3246, 'pitch': 19, 'roll': 49, 'x_acceleration': -3, 'y_acceleration': 2, 'z_acceleration': -1}
2024-07-12 19:19:15 {'yaw': 3246, 'pitch': 19, 'roll': 49, 'x_acceleration': -5, 'y_acceleration': 3, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3241, 'pitch': 19, 'roll': 49, 'x_acceleration': -5, 'y_acceleration': 3, 'z_acceleration': -4}
2024-07-12 19:19:15 {'yaw': 3236, 'pitch': 18, 'roll': 49, 'x_acceleration': -5, 'y_acceleration': 1, 'z_acceleration': -10}
2024-07-12 19:19:15 {'yaw': 3236, 'pitch': 18, 'roll': 49, 'x_acceleration': -5, 'y_acceleration': 1, 'z_acceleration': -10}
2024-07-12 19:19:15 {'yaw': 3231, 'pitch': 18, 'roll': 50, 'x_acceleration': -3, 'y_acceleration': -1, 'z_acceleration': -6}
2024-07-12 19:19:15 {'yaw': 3226, 'pitch': 18, 'roll': 50, 'x_acceleration': -1, 'y_acceleration': -3, 'z_acceleration': -2}
2024-07-12 19:19:15 {'yaw': 3226, 'pitch': 18, 'roll': 50, 'x_acceleration': -1, 'y_acceleration': -3, 'z_acceleration': -2}
2024-07-12 19:19:15 {'yaw': 3221, 'pitch': 17, 'roll': 51, 'x_acceleration': 1, 'y_acceleration': -6, 'z_acceleration': 2}
2024-07-12 19:19:15 {'yaw': 3221, 'pitch': 17, 'roll': 51, 'x_acceleration': 1, 'y_acceleration': -6, 'z_acceleration': 2}
2024-07-12 19:19:15 {'yaw': 3217, 'pitch': 17, 'roll': 51, 'x_acceleration': 0, 'y_acceleration': -5, 'z_acceleration': -2}
2024-07-12 19:19:15 {'yaw': 3212, 'pitch': 18, 'roll': 51, 'x_acceleration': -1, 'y_acceleration': -3, 'z_acceleration': -10}
2024-07-12 19:19:15 {'yaw': 3212, 'pitch': 18, 'roll': 51, 'x_acceleration': -1, 'y_acceleration': -3, 'z_acceleration': -10}
