2024-07-12 19:31:35 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:31:35 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:31:35 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:31:35 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:31:35 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:31:35 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:31:35 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:31:35 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:31:35 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:31:36 {'yaw': 1, 'pitch': 20, 'roll': 32, 'x_acceleration': -6, 'y_acceleration': -2, 'z_acceleration': -6}
2024-07-12 19:31:36 {'yaw': 2, 'pitch': 20, 'roll': 32, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': -11}
2024-07-12 19:31:36 {'yaw': 2, 'pitch': 20, 'roll': 32, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': -11}
2024-07-12 19:31:36 {'yaw': 4, 'pitch': 20, 'roll': 32, 'x_acceleration': -4, 'y_acceleration': 0, 'z_acceleration': -1}
2024-07-12 19:31:36 {'yaw': 4, 'pitch': 20, 'roll': 32, 'x_acceleration': -4, 'y_acceleration': 0, 'z_acceleration': -1}
2024-07-12 19:31:36 {'yaw': 5, 'pitch': 20, 'roll': 32, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': -4}
2024-07-12 19:31:36 {'yaw': 7, 'pitch': 20, 'roll': 32, 'x_acceleration': 2, 'y_acceleration': 3, 'z_acceleration': -5}
2024-07-12 19:31:36 {'yaw': 7, 'pitch': 20, 'roll': 32, 'x_acceleration': 2, 'y_acceleration': 3, 'z_acceleration': -5}
2024-07-12 19:31:36 {'yaw': 8, 'pitch': 20, 'roll': 32, 'x_acceleration': 4, 'y_acceleration': 1, 'z_acceleration': -9}
2024-07-12 19:31:36 {'yaw': 8, 'pitch': 20, 'roll': 32, 'x_acceleration': 4, 'y_acceleration': 1, 'z_acceleration': -9}
2024-07-12 19:31:36 {'yaw': 8, 'pitch': 20, 'roll': 32, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -12}
2024-07-12 19:31:36 {'yaw': 7, 'pitch': 20, 'roll': 32, 'x_acceleration': -2, 'y_acceleration': 5, 'z_acceleration': -6}
2024-07-12 19:31:36 {'yaw': 7, 'pitch': 20, 'roll': 32, 'x_acceleration': -2, 'y_acceleration': 5, 'z_acceleration': -6}
2024-07-12 19:31:36 {'yaw': 6, 'pitch': 20, 'roll': 32, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': 0}
2024-07-12 19:31:36 {'yaw': 6, 'pitch': 20, 'roll': 32, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': 0}
2024-07-12 19:31:36 {'yaw': 4, 'pitch': 20, 'roll': 32, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': 2}
2024-07-12 19:31:36 {'yaw': 2, 'pitch': 20, 'roll': 32, 'x_acceleration': -1, 'y_acceleration': 1, 'z_acceleration': -3}
2024-07-12 19:31:36 {'yaw': 2, 'pitch': 20, 'roll': 32, 'x_acceleration': -1, 'y_acceleration': 1, 'z_acceleration': -3}
2024-07-12 19:31:36 {'yaw': 0, 'pitch': 19, 'roll': 33, 'x_acceleration': 1, 'y_acceleration': -5, 'z_acceleration': -6}
2024-07-12 19:31:36 {'yaw': 0, 'pitch': 19, 'roll': 33, 'x_acceleration': 1, 'y_acceleration': -5, 'z_acceleration': -6}
2024-07-12 19:31:36 {'yaw': 3598, 'pitch': 19, 'roll': 33, 'x_acceleration': 1, 'y_acceleration': -4, 'z_acceleration': -4}
2024-07-12 19:31:36 {'yaw': 3596, 'pitch': 19, 'roll': 33, 'x_acceleration': 3, 'y_acceleration': -2, 'z_acceleration': -5}
2024-07-12 19:31:36 {'yaw': 3596, 'pitch': 19, 'roll': 33, 'x_acceleration': 3, 'y_acceleration': -2, 'z_acceleration': -5}
2024-07-12 19:31:36 {'yaw': 3594, 'pitch': 19, 'roll': 33, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:31:36 {'yaw': 3594, 'pitch': 19, 'roll': 33, 'x_acceleration': 2, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:31:36 {'yaw': 3592, 'pitch': 19, 'roll': 33, 'x_acceleration': 0, 'y_acceleration': -4, 'z_acceleration': -9}
2024-07-12 19:31:36 {'yaw': 3592, 'pitch': 19, 'roll': 33, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:31:36 {'yaw': 3590, 'pitch': 19, 'roll': 33, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:31:36 {'yaw': 3590, 'pitch': 19, 'roll': 33, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -3}
