2024-07-12 19:28:55 {'yaw': 0, 'pitch': 0, 'roll': 0, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 0}
2024-07-12 19:28:56 {'yaw': 3556, 'pitch': 20, 'roll': 35, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:28:56 {'yaw': 3552, 'pitch': 20, 'roll': 35, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:28:56 {'yaw': 3548, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3548, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3545, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3545, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 1, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3541, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 3, 'z_acceleration': -2}
2024-07-12 19:28:56 {'yaw': 3541, 'pitch': 20, 'roll': 36, 'x_acceleration': 1, 'y_acceleration': 3, 'z_acceleration': -1}
2024-07-12 19:28:56 {'yaw': 3537, 'pitch': 20, 'roll': 36, 'x_acceleration': 1, 'y_acceleration': 3, 'z_acceleration': -1}
2024-07-12 19:28:56 {'yaw': 3533, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3533, 'pitch': 20, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3529, 'pitch': 20, 'roll': 36, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:28:56 {'yaw': 3525, 'pitch': 19, 'roll': 36, 'x_acceleration': -2, 'y_acceleration': -4, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3525, 'pitch': 19, 'roll': 36, 'x_acceleration': -2, 'y_acceleration': -4, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3520, 'pitch': 19, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': -5, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3520, 'pitch': 19, 'roll': 36, 'x_acceleration': 0, 'y_acceleration': -5, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3516, 'pitch': 20, 'roll': 36, 'x_acceleration': 2, 'y_acceleration': -1, 'z_acceleration': -7}
2024-07-12 19:28:56 {'yaw': 3512, 'pitch': 20, 'roll': 37, 'x_acceleration': 3, 'y_acceleration': 0, 'z_acceleration': -9}
2024-07-12 19:28:56 {'yaw': 3512, 'pitch': 20, 'roll': 37, 'x_acceleration': 3, 'y_acceleration': 0, 'z_acceleration': -9}
2024-07-12 19:28:56 {'yaw': 3508, 'pitch': 20, 'roll': 37, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:28:56 {'yaw': 3508, 'pitch': 20, 'roll': 37, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:28:56 {'yaw': 3504, 'pitch': 20, 'roll': 37, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -2}
2024-07-12 19:28:56 {'yaw': 3500, 'pitch': 20, 'roll': 37, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': 1}
2024-07-12 19:28:56 {'yaw': 3500, 'pitch': 20, 'roll': 37, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': 1}
2024-07-12 19:28:56 {'yaw': 3495, 'pitch': 20, 'roll': 37, 'x_acceleration': -4, 'y_acceleration': 2, 'z_acceleration': 1}
2024-07-12 19:28:56 {'yaw': 3495, 'pitch': 20, 'roll': 37, 'x_acceleration': -4, 'y_acceleration': 2, 'z_acceleration': 1}
2024-07-12 19:28:56 {'yaw': 3491, 'pitch': 20, 'roll': 37, 'x_acceleration': -4, 'y_acceleration': 4, 'z_acceleration': -2}
2024-07-12 19:28:56 {'yaw': 3486, 'pitch': 20, 'roll': 38, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': -11}
2024-07-12 19:28:56 {'yaw': 3486, 'pitch': 20, 'roll': 38, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': -11}
2024-07-12 19:28:56 {'yaw': 3482, 'pitch': 20, 'roll': 38, 'x_acceleration': -1, 'y_acceleration': -3, 'z_acceleration': -9}
2024-07-12 19:28:56 {'yaw': 3482, 'pitch': 20, 'roll': 38, 'x_acceleration': -1, 'y_acceleration': -3, 'z_acceleration': -9}
2024-07-12 19:28:56 {'yaw': 3478, 'pitch': 20, 'roll': 38, 'x_acceleration': 0, 'y_acceleration': -4, 'z_acceleration': -8}
2024-07-12 19:28:56 {'yaw': 3473, 'pitch': 20, 'roll': 39, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -7}
2024-07-12 19:28:56 {'yaw': 3473, 'pitch': 20, 'roll': 39, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -7}
2024-07-12 19:28:56 {'yaw': 3468, 'pitch': 20, 'roll': 39, 'x_acceleration': -1, 'y_acceleration': 1, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3468, 'pitch': 20, 'roll': 39, 'x_acceleration': -1, 'y_acceleration': 1, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3464, 'pitch': 20, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': 3, 'z_acceleration': -1}
2024-07-12 19:28:56 {'yaw': 3459, 'pitch': 20, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': 4, 'z_acceleration': 2}
2024-07-12 19:28:56 {'yaw': 3459, 'pitch': 20, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': 4, 'z_acceleration': 2}
2024-07-12 19:28:56 {'yaw': 3454, 'pitch': 20, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': 3, 'z_acceleration': -6}
2024-07-12 19:28:56 {'yaw': 3454, 'pitch': 20, 'roll': 40, 'x_acceleration': 0, 'y_acceleration': 3, 'z_acceleration': -6}
2024-07-12 19:28:56 {'yaw': 3450, 'pitch': 20, 'roll': 40, 'x_acceleration': -2, 'y_acceleration': 1, 'z_acceleration': -12}
2024-07-12 19:28:56 {'yaw': 3445, 'pitch': 19, 'roll': 39, 'x_acceleration': -4, 'y_acceleration': -1, 'z_acceleration': -10}
2024-07-12 19:28:56 {'yaw': 3445, 'pitch': 19, 'roll': 39, 'x_acceleration': -4, 'y_acceleration': -1, 'z_acceleration': -10}
2024-07-12 19:28:56 {'yaw': 3440, 'pitch': 19, 'roll': 40, 'x_acceleration': -3, 'y_acceleration': -3, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3440, 'pitch': 19, 'roll': 40, 'x_acceleration': -3, 'y_acceleration': -3, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3435, 'pitch': 19, 'roll': 40, 'x_acceleration': 1, 'y_acceleration': -2, 'z_acceleration': -1}
2024-07-12 19:28:56 {'yaw': 3430, 'pitch': 20, 'roll': 40, 'x_acceleration': 2, 'y_acceleration': -1, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3430, 'pitch': 20, 'roll': 40, 'x_acceleration': 2, 'y_acceleration': -1, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3426, 'pitch': 20, 'roll': 41, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:28:56 {'yaw': 3426, 'pitch': 20, 'roll': 41, 'x_acceleration': 1, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:28:56 {'yaw': 3421, 'pitch': 20, 'roll': 41, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -7}
2024-07-12 19:28:56 {'yaw': 3416, 'pitch': 20, 'roll': 40, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': -2}
2024-07-12 19:28:56 {'yaw': 3416, 'pitch': 20, 'roll': 40, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': -2}
2024-07-12 19:28:56 {'yaw': 3411, 'pitch': 20, 'roll': 40, 'x_acceleration': -4, 'y_acceleration': 1, 'z_acceleration': -1}
2024-07-12 19:28:56 {'yaw': 3411, 'pitch': 20, 'roll': 40, 'x_acceleration': -4, 'y_acceleration': 1, 'z_acceleration': -1}
2024-07-12 19:28:56 {'yaw': 3407, 'pitch': 20, 'roll': 41, 'x_acceleration': -5, 'y_acceleration': 2, 'z_acceleration': -3}
2024-07-12 19:28:56 {'yaw': 3407, 'pitch': 20, 'roll': 41, 'x_acceleration': -4, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:28:56 {'yaw': 3402, 'pitch': 20, 'roll': 41, 'x_acceleration': -4, 'y_acceleration': 0, 'z_acceleration': -8}
2024-07-12 19:28:56 {'yaw': 3397, 'pitch': 20, 'roll': 41, 'x_acceleration': -1, 'y_acceleration': -3, 'z_acceleration': -9}
2024-07-12 19:28:56 {'yaw': 3397, 'pitch': 20, 'roll': 41, 'x_acceleration': -1, 'y_acceleration': -3, 'z_acceleration': -9}
2024-07-12 19:28:56 {'yaw': 3393, 'pitch': 20, 'roll': 42, 'x_acceleration': 0, 'y_acceleration': -3, 'z_acceleration': -6}
2024-07-12 19:28:56 {'yaw': 3393, 'pitch': 20, 'roll': 42, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3388, 'pitch': 20, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': -1, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3383, 'pitch': 20, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': 6, 'z_acceleration': 2}
2024-07-12 19:28:56 {'yaw': 3383, 'pitch': 20, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': 6, 'z_acceleration': 2}
2024-07-12 19:28:56 {'yaw': 3378, 'pitch': 20, 'roll': 43, 'x_acceleration': -2, 'y_acceleration': 5, 'z_acceleration': 1}
2024-07-12 19:28:56 {'yaw': 3373, 'pitch': 20, 'roll': 43, 'x_acceleration': -4, 'y_acceleration': 3, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3373, 'pitch': 20, 'roll': 43, 'x_acceleration': -4, 'y_acceleration': 3, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3368, 'pitch': 19, 'roll': 43, 'x_acceleration': -4, 'y_acceleration': 0, 'z_acceleration': -12}
2024-07-12 19:28:56 {'yaw': 3368, 'pitch': 19, 'roll': 43, 'x_acceleration': -4, 'y_acceleration': 0, 'z_acceleration': -12}
2024-07-12 19:28:56 {'yaw': 3363, 'pitch': 19, 'roll': 43, 'x_acceleration': -2, 'y_acceleration': -2, 'z_acceleration': -11}
2024-07-12 19:28:56 {'yaw': 3358, 'pitch': 18, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -2}
2024-07-12 19:28:56 {'yaw': 3358, 'pitch': 18, 'roll': 43, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -2}
2024-07-12 19:28:56 {'yaw': 3353, 'pitch': 18, 'roll': 43, 'x_acceleration': 2, 'y_acceleration': -2, 'z_acceleration': 2}
2024-07-12 19:28:56 {'yaw': 3353, 'pitch': 18, 'roll': 43, 'x_acceleration': 2, 'y_acceleration': -2, 'z_acceleration': 2}
2024-07-12 19:28:56 {'yaw': 3348, 'pitch': 19, 'roll': 43, 'x_acceleration': 3, 'y_acceleration': -2, 'z_acceleration': 3}
2024-07-12 19:28:56 {'yaw': 3343, 'pitch': 19, 'roll': 44, 'x_acceleration': 1, 'y_acceleration': -1, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3343, 'pitch': 19, 'roll': 44, 'x_acceleration': 1, 'y_acceleration': -1, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3338, 'pitch': 20, 'roll': 44, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -10}
2024-07-12 19:28:56 {'yaw': 3338, 'pitch': 20, 'roll': 44, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': -10}
2024-07-12 19:28:56 {'yaw': 3333, 'pitch': 20, 'roll': 43, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -10}
2024-07-12 19:28:56 {'yaw': 3328, 'pitch': 20, 'roll': 43, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:28:56 {'yaw': 3328, 'pitch': 20, 'roll': 43, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': -6}
2024-07-12 19:28:56 {'yaw': 3323, 'pitch': 20, 'roll': 44, 'x_acceleration': -4, 'y_acceleration': 0, 'z_acceleration': -1}
2024-07-12 19:28:56 {'yaw': 3323, 'pitch': 20, 'roll': 44, 'x_acceleration': -4, 'y_acceleration': 0, 'z_acceleration': -1}
2024-07-12 19:28:56 {'yaw': 3318, 'pitch': 20, 'roll': 45, 'x_acceleration': -3, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3313, 'pitch': 20, 'roll': 45, 'x_acceleration': -1, 'y_acceleration': -1, 'z_acceleration': -7}
2024-07-12 19:28:56 {'yaw': 3313, 'pitch': 20, 'roll': 45, 'x_acceleration': -1, 'y_acceleration': -1, 'z_acceleration': -7}
2024-07-12 19:28:56 {'yaw': 3308, 'pitch': 20, 'roll': 46, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': 0}
2024-07-12 19:28:56 {'yaw': 3308, 'pitch': 20, 'roll': 46, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': 0}
2024-07-12 19:28:56 {'yaw': 3303, 'pitch': 19, 'roll': 46, 'x_acceleration': -1, 'y_acceleration': 4, 'z_acceleration': 2}
2024-07-12 19:28:56 {'yaw': 3299, 'pitch': 19, 'roll': 46, 'x_acceleration': -3, 'y_acceleration': 4, 'z_acceleration': 0}
2024-07-12 19:28:56 {'yaw': 3299, 'pitch': 19, 'roll': 46, 'x_acceleration': -3, 'y_acceleration': 4, 'z_acceleration': 0}
2024-07-12 19:28:56 {'yaw': 3294, 'pitch': 19, 'roll': 46, 'x_acceleration': -7, 'y_acceleration': 3, 'z_acceleration': -6}
2024-07-12 19:28:56 {'yaw': 3294, 'pitch': 19, 'roll': 46, 'x_acceleration': -7, 'y_acceleration': 3, 'z_acceleration': -6}
2024-07-12 19:28:56 {'yaw': 3290, 'pitch': 18, 'roll': 46, 'x_acceleration': -6, 'y_acceleration': 1, 'z_acceleration': -14}
2024-07-12 19:28:56 {'yaw': 3285, 'pitch': 18, 'roll': 46, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -10}
2024-07-12 19:28:56 {'yaw': 3285, 'pitch': 18, 'roll': 46, 'x_acceleration': -1, 'y_acceleration': 0, 'z_acceleration': -10}
2024-07-12 19:28:56 {'yaw': 3280, 'pitch': 18, 'roll': 46, 'x_acceleration': -1, 'y_acceleration': 1, 'z_acceleration': -7}
2024-07-12 19:28:56 {'yaw': 3280, 'pitch': 18, 'roll': 46, 'x_acceleration': -1, 'y_acceleration': 1, 'z_acceleration': -7}
2024-07-12 19:28:56 {'yaw': 3275, 'pitch': 18, 'roll': 46, 'x_acceleration': -1, 'y_acceleration': 1, 'z_acceleration': -4}
2024-07-12 19:28:56 {'yaw': 3270, 'pitch': 18, 'roll': 46, 'x_acceleration': -1, 'y_acceleration': -2, 'z_acceleration': 0}
2024-07-12 19:28:56 {'yaw': 3270, 'pitch': 18, 'roll': 46, 'x_acceleration': -1, 'y_acceleration': -2, 'z_acceleration': 0}
2024-07-12 19:28:56 {'yaw': 3265, 'pitch': 18, 'roll': 46, 'x_acceleration': 0, 'y_acceleration': -3, 'z_acceleration': 0}
2024-07-12 19:28:56 {'yaw': 3265, 'pitch': 18, 'roll': 46, 'x_acceleration': 0, 'y_acceleration': -3, 'z_acceleration': 0}
2024-07-12 19:28:56 {'yaw': 3260, 'pitch': 18, 'roll': 47, 'x_acceleration': 0, 'y_acceleration': -3, 'z_acceleration': 1}
2024-07-12 19:28:56 {'yaw': 3260, 'pitch': 18, 'roll': 47, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3255, 'pitch': 18, 'roll': 47, 'x_acceleration': -2, 'y_acceleration': 0, 'z_acceleration': -5}
2024-07-12 19:28:56 {'yaw': 3251, 'pitch': 18, 'roll': 48, 'x_acceleration': -3, 'y_acceleration': 1, 'z_acceleration': -8}
2024-07-12 19:28:56 {'yaw': 3251, 'pitch': 18, 'roll': 48, 'x_acceleration': -3, 'y_acceleration': 1, 'z_acceleration': -8}
2024-07-12 19:28:56 {'yaw': 3246, 'pitch': 18, 'roll': 48, 'x_acceleration': -5, 'y_acceleration': 0, 'z_acceleration': -12}
2024-07-12 19:28:56 {'yaw': 3246, 'pitch': 18, 'roll': 48, 'x_acceleration': -5, 'y_acceleration': -2, 'z_acceleration': -13}
2024-07-12 19:28:56 {'yaw': 3241, 'pitch': 18, 'roll': 48, 'x_acceleration': -5, 'y_acceleration': -2, 'z_acceleration': -13}
2024-07-12 19:28:56 {'yaw': 3236, 'pitch': 18, 'roll': 50, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -1}
2024-07-12 19:28:56 {'yaw': 3236, 'pitch': 18, 'roll': 50, 'x_acceleration': 0, 'y_acceleration': -2, 'z_acceleration': -1}
2024-07-12 19:28:56 {'yaw': 3231, 'pitch': 18, 'roll': 50, 'x_acceleration': 0, 'y_acceleration': 2, 'z_acceleration': 4}
2024-07-12 19:28:56 {'yaw': 3226, 'pitch': 18, 'roll': 50, 'x_acceleration': -1, 'y_acceleration': 5, 'z_acceleration': 3}
2024-07-12 19:28:56 {'yaw': 3226, 'pitch': 18, 'roll': 50, 'x_acceleration': -1, 'y_acceleration': 5, 'z_acceleration': 3}
