2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': 0}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 1, 'D7': 1}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 1, 'D6': 1, 'D7': 1}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 1, 'D6': 1, 'D7': 1}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 1, 'D6': 1, 'D7': 1}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 1, 'D6': 1, 'D7': 1}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 1, 'D6': 1, 'D7': 1}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 1, 'D6': 2, 'D7': 2}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 2, 'D6': 2, 'D7': 2}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 2, 'D6': 2, 'D7': 2}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 2, 'D6': 2, 'D7': 2}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 2, 'D6': 2, 'D7': 2}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 2, 'D6': 3, 'D7': 3}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 3, 'D6': 3, 'D7': 3}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 3, 'D6': 3, 'D7': 3}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 3, 'D6': 3, 'D7': 3}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 3, 'D6': 4, 'D7': 4}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 4, 'D6': 4, 'D7': 4}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 4, 'D6': 4, 'D7': 4}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 4, 'D6': 4, 'D7': 4}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 4, 'D6': 5, 'D7': 5}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 5, 'D6': 5, 'D7': 5}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 5, 'D6': 5, 'D7': 5}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 5, 'D6': 5, 'D7': 5}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 5, 'D6': 6, 'D7': 5}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 6, 'D6': 6, 'D7': 6}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 6, 'D6': 6, 'D7': 6}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 6, 'D6': 6, 'D7': 6}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 6, 'D6': 7, 'D7': 6}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 7, 'D6': 7, 'D7': 7}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 7, 'D6': 7, 'D7': 7}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 7, 'D6': 7, 'D7': 7}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 7, 'D6': 8, 'D7': 7}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 8, 'D6': 8, 'D7': 8}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 8, 'D6': 8, 'D7': 8}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 8, 'D6': 9, 'D7': 8}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 8, 'D6': 9, 'D7': 9}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 9, 'D6': 9, 'D7': 9}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 9, 'D6': 9, 'D7': 9}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 9, 'D6': 10, 'D7': 9}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 10, 'D6': 10, 'D7': 10}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 10, 'D6': 10, 'D7': 10}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 10, 'D6': 10, 'D7': 10}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 10, 'D6': 11, 'D7': 10}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 11, 'D6': 11, 'D7': 11}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 11, 'D6': 11, 'D7': 11}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 11, 'D6': 12, 'D7': 11}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 11, 'D6': 12, 'D7': 11}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 12, 'D6': 12, 'D7': 12}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 12, 'D6': 12, 'D7': 12}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 12, 'D6': 13, 'D7': 12}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 13, 'D6': 13, 'D7': 12}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 13, 'D6': 13, 'D7': 13}
2024-07-03 18:19:12 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 13, 'D6': 14, 'D7': 13}
